timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1693943473621,60,HTTP Request2-3,302,Moved Temporarily,Credit Managers 2-6,text,false,Test failed: message expected to contain /Found/,2059,352,4,4,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7UMiNMXqk7G3NnLt2uNqbXWY12fWszqCsi123M-NtSfpBjtHNHE_vbNDsXLz-f_yBMgFE_Z5A,60,0,0
1693943473681,154,HTTP Request2-4,200,OK,Credit Managers 2-6,text,false,Test failed: message expected to contain /Found/,631529,463,4,4,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7XvrmRMUIHFAj_iC_YIZX4DG11xDiFtidkNX8Mv4D0k7jrC5v0lJKljUByUbQsImp1I95nK&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S1308696254%3A1693943474018433,85,0,0
1693943473836,245,HTTP Request3,200,OK,Credit Managers 2-6,text,false,Test failed: message expected not to contain /OK/,635649,1323,4,4,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7WH-YAfpy6MKpAEsx9dJr08m6V5qsbUFt9QMiBaOpH5hn_sw6rQokCEI29hjrHox0VhWMhfMQ&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-1005800912%3A1693943474271225,6,0,0
1693943473836,6,HTTP Request3-0,301,Moved Permanently,Credit Managers 2-6,text,false,Test failed: message expected to contain /Found/,606,114,4,4,http://gmail.com/,6,0,0
1693943473842,22,HTTP Request3-1,302,Moved Temporarily,Credit Managers 2-6,text,false,Test failed: message expected to contain /Found/,1252,129,4,4,https://mail.google.com/mail/u/0/,22,0,0
1693943473864,14,HTTP Request3-2,302,Found,Credit Managers 2-6,text,true,,1649,264,4,4,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,14,0,0
1693943473878,50,HTTP Request3-3,302,Moved Temporarily,Credit Managers 2-6,text,false,Test failed: message expected to contain /Found/,2065,350,4,4,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7V5oSF5U_6JkUZtfpbrvy2OCg_aqqmIqHtBw7np79wMrexxmyvkMWaidaG7XmIqfi-Ht4PB,50,0,0
1693943473928,153,HTTP Request3-4,200,OK,Credit Managers 2-6,text,false,Test failed: message expected to contain /Found/,630077,466,4,4,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7WH-YAfpy6MKpAEsx9dJr08m6V5qsbUFt9QMiBaOpH5hn_sw6rQokCEI29hjrHox0VhWMhfMQ&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-1005800912%3A1693943474271225,91,0,0
1693943473571,509,Transaction2,,"Number of samples in transaction : 2, number of failing samples : 2",Credit Managers 2-6,,false,,1272746,2645,4,4,null,12,2,0
1693943477502,418,HTTP Request1,200,OK,Credit Managers 2-9,text,false,Test failed: message expected not to contain /OK/,635991,1320,3,3,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7XiXsqzHjNTNFXOPJvPbtDH2eVrJTmXPeeyNEg7QaZYXxo0mM0Km0uVQzvuQpliAiowEcr4&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S2114555581%3A1693943478094381,20,0,14
1693943477502,20,HTTP Request1-0,301,Moved Permanently,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,606,114,3,3,http://gmail.com/,20,0,14
1693943477523,117,HTTP Request1-1,302,Moved Temporarily,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,1252,129,3,3,https://mail.google.com/mail/u/0/,117,0,28
1693943477640,59,HTTP Request1-2,302,Found,Credit Managers 2-9,text,true,,1649,264,3,3,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,59,0,30
1693943477699,55,HTTP Request1-3,302,Moved Temporarily,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,2059,350,3,3,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7USuK3zJSDvw6hbJ9O0DNM4tfVx480IppTyKls_g_jBP1jGaQAOym_pLnNRvgL1fd9GhPLa,55,0,0
1693943477754,166,HTTP Request1-4,200,OK,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,630425,463,3,3,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7XiXsqzHjNTNFXOPJvPbtDH2eVrJTmXPeeyNEg7QaZYXxo0mM0Km0uVQzvuQpliAiowEcr4&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S2114555581%3A1693943478094381,96,0,0
1693943468656,418,Transaction1,,"Number of samples in transaction : 1, number of failing samples : 1",Credit Managers 2-9,,false,,635991,1320,3,3,null,20,8846,14
1693943477921,270,HTTP Request2,200,OK,Credit Managers 2-9,text,false,Test failed: message expected not to contain /OK/,635955,1324,3,3,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7X4J4sRN0xupJGJ7ullL5YsUBAY1nlmQNM-P3ZT5WSIOG-C5CmXMYQsQF3lcYesoZB8SO85HA&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-150186743%3A1693943478357612,5,0,0
1693943477921,5,HTTP Request2-0,301,Moved Permanently,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,606,114,3,3,http://gmail.com/,5,0,0
1693943477926,23,HTTP Request2-1,302,Moved Temporarily,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,1252,129,3,3,https://mail.google.com/mail/u/0/,23,0,0
1693943477949,17,HTTP Request2-2,302,Found,Credit Managers 2-9,text,true,,1651,264,3,3,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,17,0,0
1693943477966,47,HTTP Request2-3,302,Moved Temporarily,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,2063,352,3,3,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7X5v5STiUuk39JKm1EVQL5IISIwUNWhiQ1hE3ZlJpnbpd-N84aOg24JJUYhFZoeoiuJdlxzzw,47,0,0
1693943478013,178,HTTP Request2-4,200,OK,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,630383,465,3,3,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7X4J4sRN0xupJGJ7ullL5YsUBAY1nlmQNM-P3ZT5WSIOG-C5CmXMYQsQF3lcYesoZB8SO85HA&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-150186743%3A1693943478357612,109,0,0
1693943478191,410,HTTP Request3,200,OK,Credit Managers 2-9,text,false,Test failed: message expected not to contain /OK/,636259,1323,3,3,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7VBU2iUZXxuz1No3OUGb_WV22MhYDOS3JuBPKwhWBA3ueVTwnk-mk6DMEoJa6pvUQvxYNtKZQ&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S638484313%3A1693943478731214,6,0,0
1693943478191,6,HTTP Request3-0,301,Moved Permanently,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,606,114,3,3,http://gmail.com/,6,0,0
1693943478197,114,HTTP Request3-1,302,Moved Temporarily,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,1252,129,3,3,https://mail.google.com/mail/u/0/,114,0,0
1693943478312,18,HTTP Request3-2,302,Found,Credit Managers 2-9,text,true,,1651,264,3,3,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,18,0,0
1693943478330,64,HTTP Request3-3,302,Moved Temporarily,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,2061,352,3,3,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7UW7DTHwkX5_wR9rZz0Eqg_CBySxGV-JKLBeUQYJGN-ZpB_FJ5lrLzvZtgHT2f6l6J7v0_EnA,64,0,0
1693943478394,207,HTTP Request3-4,200,OK,Credit Managers 2-9,text,false,Test failed: message expected to contain /Found/,630689,464,3,3,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7VBU2iUZXxuz1No3OUGb_WV22MhYDOS3JuBPKwhWBA3ueVTwnk-mk6DMEoJa6pvUQvxYNtKZQ&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S638484313%3A1693943478731214,126,0,0
1693943477921,680,Transaction2,,"Number of samples in transaction : 2, number of failing samples : 2",Credit Managers 2-9,,false,,1272214,2647,3,3,null,11,1,0
1693943484552,312,HTTP Request1,200,OK,Credit Managers 2-8,text,false,Test failed: message expected not to contain /OK/,636578,1320,2,2,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7WegUer3q-1NPQbKUfKF5ULRBjnncGSEx3KQi50sxXnia3R3wHhgFTuNJ-hTcc7EFuygKSQ&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-116907432%3A1693943485052180,12,0,5
1693943484552,12,HTTP Request1-0,301,Moved Permanently,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,606,114,2,2,http://gmail.com/,12,0,5
1693943484565,56,HTTP Request1-1,302,Moved Temporarily,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,1252,129,2,2,https://mail.google.com/mail/u/0/,56,0,28
1693943484622,42,HTTP Request1-2,302,Found,Credit Managers 2-8,text,true,,1649,264,2,2,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,42,0,26
1693943484664,43,HTTP Request1-3,302,Moved Temporarily,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,2059,350,2,2,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7WFmSJpC6c0yV5DfXMMRNXwRpOh-_xGJ6Ka0aEszmgDCwF2r-qIyNUe93Bl8Z_N2Mmnl2jV,43,0,0
1693943484707,157,HTTP Request1-4,200,OK,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,631012,463,2,2,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7WegUer3q-1NPQbKUfKF5ULRBjnncGSEx3KQi50sxXnia3R3wHhgFTuNJ-hTcc7EFuygKSQ&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-116907432%3A1693943485052180,95,0,0
1693943463660,312,Transaction1,,"Number of samples in transaction : 1, number of failing samples : 1",Credit Managers 2-8,,false,,636578,1320,2,2,null,12,20891,5
1693943484864,1769,HTTP Request2,200,OK,Credit Managers 2-8,text,false,Test failed: message expected not to contain /OK/,635840,1324,2,2,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7VFnkgzIve6WVAAHsupWlGpM3zfI9qLLqpYsepYn6gfi6cJ1SOBklwm7y5x77qUNMIIRY8cow&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S2098118848%3A1693943486803024,6,0,0
1693943484864,6,HTTP Request2-0,301,Moved Permanently,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,606,114,2,2,http://gmail.com/,6,0,0
1693943484870,1515,HTTP Request2-1,302,Moved Temporarily,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,1252,129,2,2,https://mail.google.com/mail/u/0/,1515,0,0
1693943486386,25,HTTP Request2-2,302,Found,Credit Managers 2-8,text,true,,1649,264,2,2,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,25,0,0
1693943486411,55,HTTP Request2-3,302,Moved Temporarily,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,2063,352,2,2,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7XGnPsfNYr0GzrYSijf0ShisbEup-scysSHDX_IE2R-Qoi7fQizc3G57GQEy0SZgpi8PojAgA,55,0,0
1693943486466,167,HTTP Request2-4,200,OK,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,630270,465,2,2,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7VFnkgzIve6WVAAHsupWlGpM3zfI9qLLqpYsepYn6gfi6cJ1SOBklwm7y5x77qUNMIIRY8cow&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S2098118848%3A1693943486803024,108,0,0
1693943486634,449,HTTP Request3,200,OK,Credit Managers 2-8,text,false,Test failed: message expected not to contain /OK/,636041,1321,2,2,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7UuQgfks5NTGoC9u0Iv0tTOxXHJAgGqe5ObWg9bhwaZTwCDXi0UPSkNpVYVTqj0AKsUtFxe&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-1626655294%3A1693943487221440,5,0,0
1693943486634,5,HTTP Request3-0,301,Moved Permanently,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,606,114,2,2,http://gmail.com/,5,0,0
1693943486639,175,HTTP Request3-1,302,Moved Temporarily,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,1252,129,2,2,https://mail.google.com/mail/u/0/,175,0,0
1693943486814,16,HTTP Request3-2,302,Found,Credit Managers 2-8,text,true,,1649,264,2,2,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,16,0,0
1693943486830,51,HTTP Request3-3,302,Moved Temporarily,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,2059,350,2,2,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7W5l-hoJjpdJ61ox1kVyT9EJ1BhdQoN-TSJpOCLeAHXZROCAxOUJ8g0EA7YEIJt_HY3cOF4,51,0,0
1693943486881,202,HTTP Request3-4,200,OK,Credit Managers 2-8,text,false,Test failed: message expected to contain /Found/,630475,464,2,2,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7UuQgfks5NTGoC9u0Iv0tTOxXHJAgGqe5ObWg9bhwaZTwCDXi0UPSkNpVYVTqj0AKsUtFxe&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-1626655294%3A1693943487221440,120,0,0
1693943484864,2218,Transaction2,,"Number of samples in transaction : 2, number of failing samples : 2",Credit Managers 2-8,,false,,1271881,2645,2,2,null,11,3,0
1693943489531,517,HTTP Request1,200,OK,Credit Managers 2-10,text,false,Test failed: message expected not to contain /OK/,635897,1321,1,1,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7Xy6NHngVVrk-jpQZ3-KNjXbYexE_BBBwhF0auASjvL-U2zgct6haHt7FglLm-hmhBYGjEO&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-1660320651%3A1693943490197294,11,0,5
1693943489531,11,HTTP Request1-0,301,Moved Permanently,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,606,114,1,1,http://gmail.com/,11,0,5
1693943489543,220,HTTP Request1-1,302,Moved Temporarily,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,1252,129,1,1,https://mail.google.com/mail/u/0/,220,0,27
1693943489764,43,HTTP Request1-2,302,Found,Credit Managers 2-10,text,true,,1649,264,1,1,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,43,0,25
1693943489807,48,HTTP Request1-3,302,Moved Temporarily,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,2061,350,1,1,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7WD78TbGegY8qAlIfwC-eYgHUebXnvDgp9mwQaJhU24N9QQgQDECbUzM503cgMlhYilyvZR,48,0,0
1693943489856,192,HTTP Request1-4,200,OK,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,630329,464,1,1,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7Xy6NHngVVrk-jpQZ3-KNjXbYexE_BBBwhF0auASjvL-U2zgct6haHt7FglLm-hmhBYGjEO&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S-1660320651%3A1693943490197294,116,0,0
1693943473656,517,Transaction1,,"Number of samples in transaction : 1, number of failing samples : 1",Credit Managers 2-10,,false,,635897,1321,1,1,null,11,15875,5
1693943490048,290,HTTP Request2,200,OK,Credit Managers 2-10,text,false,Test failed: message expected not to contain /OK/,635878,1324,1,1,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7Wh8Yt7zZLBEn58XgIjUI9poR_HzyKOOC6JC6frGlV6vLx60J5kq05CqEqS7-9EIc8_ldS1cg&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S1393458125%3A1693943490511277,6,0,0
1693943490048,6,HTTP Request2-0,301,Moved Permanently,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,606,114,1,1,http://gmail.com/,6,0,0
1693943490054,27,HTTP Request2-1,302,Moved Temporarily,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,1252,129,1,1,https://mail.google.com/mail/u/0/,27,0,0
1693943490081,16,HTTP Request2-2,302,Found,Credit Managers 2-10,text,true,,1651,264,1,1,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,16,0,0
1693943490097,69,HTTP Request2-3,302,Moved Temporarily,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,2063,352,1,1,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7VQRL3HvibOB_GsmhkfKNT7vEyBCxKEaQLrKXFNCBYHGj6brXTFpYQRSJuMvNPToOeo9Ed01w,69,0,0
1693943490166,172,HTTP Request2-4,200,OK,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,630306,465,1,1,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7Wh8Yt7zZLBEn58XgIjUI9poR_HzyKOOC6JC6frGlV6vLx60J5kq05CqEqS7-9EIc8_ldS1cg&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S1393458125%3A1693943490511277,102,0,0
1693943490338,445,HTTP Request3,200,OK,Credit Managers 2-10,text,false,Test failed: message expected not to contain /OK/,635954,1324,1,1,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7V5uL5rLT9b0keMuSFV6kY3u4duF6VCEdFBGMQTxuwUYOQs-p7Az7bPKQ6cZL2UDeoZgEDAiw&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S1459844079%3A1693943490983578,6,0,0
1693943490338,6,HTTP Request3-0,301,Moved Permanently,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,606,114,1,1,http://gmail.com/,6,0,0
1693943490344,225,HTTP Request3-1,302,Moved Temporarily,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,1252,129,1,1,https://mail.google.com/mail/u/0/,225,0,0
1693943490570,20,HTTP Request3-2,302,Found,Credit Managers 2-10,text,true,,1651,264,1,1,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,20,0,0
1693943490590,49,HTTP Request3-3,302,Moved Temporarily,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,2063,352,1,1,https://accounts.google.com/InteractiveLogin?continue=https://mail.google.com/mail/u/0/&emr=1&followup=https://mail.google.com/mail/u/0/&osid=1&passive=1209600&service=mail&ifkv=AXo7B7VGqfecAS0ovu8tTcIFmtNssO9xyN19sfS6ySZElLGwKzhgiYeAztvu0tzKgO67AXLjrm7LyQ,49,0,0
1693943490640,143,HTTP Request3-4,200,OK,Credit Managers 2-10,text,false,Test failed: message expected to contain /Found/,630382,465,1,1,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&emr=1&followup=https%3A%2F%2Fmail.google.com%2Fmail%2Fu%2F0%2F&ifkv=AXo7B7V5uL5rLT9b0keMuSFV6kY3u4duF6VCEdFBGMQTxuwUYOQs-p7Az7bPKQ6cZL2UDeoZgEDAiw&osid=1&passive=1209600&service=mail&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S1459844079%3A1693943490983578,86,0,0
1693943490048,735,Transaction2,,"Number of samples in transaction : 2, number of failing samples : 2",Credit Managers 2-10,,false,,1271832,2648,1,1,null,12,0,0
